Text(°C),Tint(°C),Qhvac(W),Qsun(W)
0.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,2.945152284932635034e-01
0.000000000000000000e+00,9.300000190734863281e+00,1.100000000000000000e+01,8.325046464214626019e-01
1.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,5.501996333729664013e-01
1.000000000000000000e+00,9.300000190734863281e+00,9.000000000000000000e+00,7.759631227663688069e-02
2.000000000000000000e+00,9.300000190734863281e+00,1.100000000000000000e+01,3.666985497082574375e-01
3.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,5.835281361820702228e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.200000000000000000e+01,3.126026409607223222e-01
3.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,7.295640892531797261e-01
4.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,8.994995917868704449e-01
5.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,6.612109398405138228e-01
5.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,2.774369825719209643e+02
5.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,4.407848026641900105e+02
6.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,6.583859756158111622e+02
6.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,9.245411138389973758e+02
6.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,1.220572511101093369e+03
6.000000000000000000e+00,9.500000000000000000e+00,1.100000000000000000e+01,1.514930256793932813e+03
6.000000000000000000e+00,9.500000000000000000e+00,7.000000000000000000e+00,1.767719663786366937e+03
5.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,1.939214478385412121e+03
5.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,2.000000000000000000e+03
4.000000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,1.939214478385412121e+03
4.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,1.767719663786366937e+03
4.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,1.514930256793932813e+03
4.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,1.220572511101093369e+03
4.000000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,9.245411138389973758e+02
4.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,6.583859756158111622e+02
4.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,4.407848026641900105e+02
3.000000000000000000e+00,9.500000000000000000e+00,9.000000000000000000e+00,2.774369825719209643e+02
3.000000000000000000e+00,9.500000000000000000e+00,8.000000000000000000e+00,1.641699972477975962e+02
3.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+01,9.133030922126044970e+01
3.000000000000000000e+00,9.399999618530273438e+00,1.100000000000000000e+01,1.911376349708130418e-01
3.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,8.322570011942768131e-01
3.000000000000000000e+00,9.399999618530273438e+00,9.000000000000000000e+00,2.183816864087984033e-02
3.000000000000000000e+00,9.399999618530273438e+00,1.100000000000000000e+01,7.457726720891575400e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,1.749964933167316161e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,4.177485266640038608e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,5.032579863068005199e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,5.020355648019398931e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.200000000000000000e+01,6.856401002961669544e-01
3.000000000000000000e+00,9.399999618530273438e+00,1.000000000000000000e+01,9.424626238327518113e-01
3.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,7.949528170511130920e-01
3.000000000000000000e+00,9.399999618530273438e+00,8.000000000000000000e+00,2.106550655670161865e-01
3.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,1.857165636818336463e-02
3.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,0.000000000000000000e+00
2.000000000000000000e+00,9.300000190734863281e+00,9.000000000000000000e+00,6.644915592151801054e-02
2.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,4.542496978063371715e-01
2.000000000000000000e+00,9.300000190734863281e+00,7.000000000000000000e+00,4.797449219452099012e-01
2.000000000000000000e+00,9.300000190734863281e+00,9.000000000000000000e+00,4.777149912578971813e-01
3.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,7.666265629747628374e-01
2.000000000000000000e+00,9.300000190734863281e+00,8.000000000000000000e+00,4.565158656093585288e-01
2.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,1.101931356163419196e-01
2.000000000000000000e+00,9.300000190734863281e+00,9.000000000000000000e+00,7.245667637438782949e-01
2.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,4.093295629295563565e-01
2.000000000000000000e+00,9.300000190734863281e+00,1.000000000000000000e+01,6.104185842413695218e-01
2.000000000000000000e+00,9.199999809265136719e+00,8.000000000000000000e+00,9.049885871485390254e-01
2.000000000000000000e+00,9.199999809265136719e+00,9.000000000000000000e+00,5.651457662447175734e-01
2.000000000000000000e+00,9.199999809265136719e+00,1.000000000000000000e+01,3.290339852774004648e-01
2.000000000000000000e+00,9.199999809265136719e+00,9.000000000000000000e+00,6.978880958895361530e-01
3.000000000000000000e+00,9.199999809265136719e+00,7.000000000000000000e+00,3.795278838300517599e-01
2.000000000000000000e+00,9.199999809265136719e+00,7.000000000000000000e+00,7.107886756640363624e-01
2.000000000000000000e+00,9.199999809265136719e+00,8.000000000000000000e+00,2.774369825719209643e+02
2.000000000000000000e+00,9.199999809265136719e+00,9.000000000000000000e+00,4.407848026641900105e+02
2.000000000000000000e+00,9.199999809265136719e+00,1.100000000000000000e+01,6.583859756158111622e+02
1.000000000000000000e+00,9.199999809265136719e+00,9.000000000000000000e+00,9.245411138389973758e+02
0.000000000000000000e+00,9.199999809265136719e+00,8.000000000000000000e+00,1.220572511101093369e+03
0.000000000000000000e+00,9.100000381469726562e+00,7.000000000000000000e+00,1.514930256793932813e+03
0.000000000000000000e+00,9.100000381469726562e+00,9.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,9.100000381469726562e+00,8.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,9.100000381469726562e+00,9.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,9.000000000000000000e+00,1.200000000000000000e+01,1.514930256793932813e+03
0.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,1.220572511101093369e+03
0.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,9.245411138389973758e+02
0.000000000000000000e+00,8.899999618530273438e+00,1.100000000000000000e+01,6.583859756158111622e+02
-1.000000000000000000e+00,8.899999618530273438e+00,8.000000000000000000e+00,4.407848026641900105e+02
-1.000000000000000000e+00,8.899999618530273438e+00,8.000000000000000000e+00,2.774369825719209643e+02
-1.000000000000000000e+00,8.899999618530273438e+00,1.000000000000000000e+01,1.641699972477975962e+02
-2.000000000000000000e+00,8.899999618530273438e+00,9.000000000000000000e+00,9.133030922126044970e+01
-1.000000000000000000e+00,8.800000190734863281e+00,7.000000000000000000e+00,6.464917190260214275e-01
-1.000000000000000000e+00,8.800000190734863281e+00,7.000000000000000000e+00,5.448899307717844920e-01
-2.000000000000000000e+00,8.800000190734863281e+00,9.000000000000000000e+00,5.351192975386576123e-02
-2.000000000000000000e+00,8.800000190734863281e+00,1.000000000000000000e+01,2.599923004520989789e-01
-2.000000000000000000e+00,8.699999809265136719e+00,8.000000000000000000e+00,4.597601198607225159e-01
-2.000000000000000000e+00,8.699999809265136719e+00,9.000000000000000000e+00,2.601509714546627050e-01
-3.000000000000000000e+00,8.699999809265136719e+00,1.000000000000000000e+01,5.610663663177990479e-01
-3.000000000000000000e+00,8.600000381469726562e+00,1.100000000000000000e+01,8.942600885694873547e-03
-3.000000000000000000e+00,8.600000381469726562e+00,1.000000000000000000e+01,8.440142185276789943e-01
-3.000000000000000000e+00,8.500000000000000000e+00,1.100000000000000000e+01,6.477907042085362388e-01
-4.000000000000000000e+00,8.500000000000000000e+00,1.100000000000000000e+01,3.731260823339234145e-01
-3.000000000000000000e+00,8.500000000000000000e+00,1.000000000000000000e+01,9.928052618579853439e-01
-4.000000000000000000e+00,8.399999618530273438e+00,9.000000000000000000e+00,8.230616678599439462e-01
-4.000000000000000000e+00,8.399999618530273438e+00,1.000000000000000000e+01,0.000000000000000000e+00
-4.000000000000000000e+00,8.300000190734863281e+00,9.000000000000000000e+00,7.530422795001894265e-01
-4.000000000000000000e+00,8.300000190734863281e+00,1.000000000000000000e+01,8.704167443496213519e-02
-3.000000000000000000e+00,8.199999809265136719e+00,1.000000000000000000e+01,6.382535627721007687e-01
-3.000000000000000000e+00,8.199999809265136719e+00,1.000000000000000000e+01,4.984799368546162235e-01
-3.000000000000000000e+00,8.199999809265136719e+00,1.000000000000000000e+01,4.475876983504560869e-01
-3.000000000000000000e+00,8.100000381469726562e+00,1.200000000000000000e+01,6.811199514059146365e-01
-2.000000000000000000e+00,8.100000381469726562e+00,1.200000000000000000e+01,3.368844561186865594e-01
-2.000000000000000000e+00,8.199999809265136719e+00,1.000000000000000000e+01,6.938415485740172528e-01
-1.000000000000000000e+00,8.199999809265136719e+00,1.000000000000000000e+01,9.724015469620979069e-01
0.000000000000000000e+00,8.199999809265136719e+00,1.000000000000000000e+01,7.278863368083205998e-01
0.000000000000000000e+00,8.199999809265136719e+00,9.000000000000000000e+00,9.594694015769027473e-01
1.000000000000000000e+00,8.300000190734863281e+00,9.000000000000000000e+00,5.620114684543442429e-01
1.000000000000000000e+00,8.300000190734863281e+00,1.000000000000000000e+01,1.131742227860434991e-01
2.000000000000000000e+00,8.300000190734863281e+00,9.000000000000000000e+00,1.066892709924133209e-01
2.000000000000000000e+00,8.300000190734863281e+00,9.000000000000000000e+00,7.289029503082239403e-01
2.000000000000000000e+00,8.300000190734863281e+00,1.100000000000000000e+01,1.138934604761504543e-01
2.000000000000000000e+00,8.300000190734863281e+00,8.000000000000000000e+00,2.774369825719209643e+02
2.000000000000000000e+00,8.300000190734863281e+00,8.000000000000000000e+00,4.407848026641900105e+02
2.000000000000000000e+00,8.300000190734863281e+00,1.000000000000000000e+01,6.583859756158111622e+02
2.000000000000000000e+00,8.300000190734863281e+00,8.000000000000000000e+00,9.245411138389973758e+02
2.000000000000000000e+00,8.199999809265136719e+00,-4.000000000000000000e+00,1.220572511101093369e+03
2.000000000000000000e+00,8.300000190734863281e+00,-2.000000000000000000e+00,1.514930256793932813e+03
0.000000000000000000e+00,8.199999809265136719e+00,-4.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,8.199999809265136719e+00,-2.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,1.514930256793932813e+03
0.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,1.220572511101093369e+03
0.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,9.245411138389973758e+02
1.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,6.583859756158111622e+02
1.000000000000000000e+00,8.100000381469726562e+00,-4.000000000000000000e+00,4.407848026641900105e+02
0.000000000000000000e+00,8.100000381469726562e+00,-2.000000000000000000e+00,2.774369825719209643e+02
0.000000000000000000e+00,8.100000381469726562e+00,-3.000000000000000000e+00,1.641699972477975962e+02
0.000000000000000000e+00,8.100000381469726562e+00,-3.000000000000000000e+00,9.133030922126044970e+01
1.000000000000000000e+00,8.100000381469726562e+00,-4.000000000000000000e+00,1.761033277264227870e-01
0.000000000000000000e+00,8.100000381469726562e+00,-4.000000000000000000e+00,8.064024990567087992e-01
0.000000000000000000e+00,8.100000381469726562e+00,-3.000000000000000000e+00,6.424311441429871872e-01
0.000000000000000000e+00,8.100000381469726562e+00,-1.000000000000000000e+00,9.105102373912172808e-01
0.000000000000000000e+00,8.000000000000000000e+00,-2.000000000000000000e+00,3.549428790974306080e-01
0.000000000000000000e+00,8.000000000000000000e+00,-1.000000000000000000e+00,5.600824482069916010e-01
0.000000000000000000e+00,8.000000000000000000e+00,-3.000000000000000000e+00,9.523693264612707043e-01
0.000000000000000000e+00,8.000000000000000000e+00,-3.000000000000000000e+00,4.562931520457780277e-02
0.000000000000000000e+00,8.000000000000000000e+00,-2.000000000000000000e+00,2.411229256598017567e-01
0.000000000000000000e+00,8.000000000000000000e+00,-2.000000000000000000e+00,1.155628483415752639e-01
0.000000000000000000e+00,8.000000000000000000e+00,-2.000000000000000000e+00,1.244371132511646882e-01
0.000000000000000000e+00,8.000000000000000000e+00,-1.000000000000000000e+00,7.274246205364923723e-01
0.000000000000000000e+00,8.000000000000000000e+00,-4.000000000000000000e+00,3.904728681467511953e-01
0.000000000000000000e+00,8.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+00,-2.000000000000000000e+00,2.728746099180496820e-01
0.000000000000000000e+00,8.000000000000000000e+00,-1.000000000000000000e+00,2.586134056217866961e-01
0.000000000000000000e+00,7.900000095367431641e+00,-3.000000000000000000e+00,9.894383163818900595e-01
0.000000000000000000e+00,7.900000095367431641e+00,-2.000000000000000000e+00,1.555207527750294139e-01
0.000000000000000000e+00,7.900000095367431641e+00,-1.000000000000000000e+00,6.376805939105489873e-02
0.000000000000000000e+00,8.000000000000000000e+00,-3.000000000000000000e+00,2.692514400773156069e-01
1.000000000000000000e+00,8.000000000000000000e+00,-3.000000000000000000e+00,9.095153125364263680e-01
1.000000000000000000e+00,8.000000000000000000e+00,-3.000000000000000000e+00,8.143039890689943716e-01
1.000000000000000000e+00,8.100000381469726562e+00,-3.000000000000000000e+00,5.764079890267670425e-01
1.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,8.375921224050786318e-01
1.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,1.884961440891893547e-01
1.000000000000000000e+00,8.199999809265136719e+00,-3.000000000000000000e+00,5.655924190653704997e-02
1.000000000000000000e+00,8.600000381469726562e+00,-4.000000000000000000e+00,9.502027634491287955e-01
1.000000000000000000e+00,8.899999618530273438e+00,-2.000000000000000000e+00,5.289906075929260432e-01
1.000000000000000000e+00,9.100000381469726562e+00,-3.000000000000000000e+00,7.865636541739522425e-01
2.000000000000000000e+00,9.000000000000000000e+00,-2.000000000000000000e+00,6.823692744992655435e-01
1.000000000000000000e+00,9.000000000000000000e+00,-2.000000000000000000e+00,2.774369825719209643e+02
2.000000000000000000e+00,8.699999809265136719e+00,-2.000000000000000000e+00,4.407848026641900105e+02
1.000000000000000000e+00,8.600000381469726562e+00,-2.000000000000000000e+00,6.583859756158111622e+02
1.000000000000000000e+00,8.500000000000000000e+00,-3.000000000000000000e+00,9.245411138389973758e+02
2.000000000000000000e+00,8.399999618530273438e+00,-3.000000000000000000e+00,1.220572511101093369e+03
1.000000000000000000e+00,8.300000190734863281e+00,-4.000000000000000000e+00,1.514930256793932813e+03
1.000000000000000000e+00,8.199999809265136719e+00,-2.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,8.199999809265136719e+00,-2.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,8.100000381469726562e+00,-3.000000000000000000e+00,2.000000000000000000e+03
0.000000000000000000e+00,8.100000381469726562e+00,-3.000000000000000000e+00,1.939214478385412121e+03
0.000000000000000000e+00,8.000000000000000000e+00,-3.000000000000000000e+00,1.767719663786366937e+03
0.000000000000000000e+00,8.000000000000000000e+00,-3.000000000000000000e+00,1.514930256793932813e+03
0.000000000000000000e+00,8.000000000000000000e+00,-2.000000000000000000e+00,1.220572511101093369e+03
0.000000000000000000e+00,7.900000095367431641e+00,-3.000000000000000000e+00,9.245411138389973758e+02
0.000000000000000000e+00,7.900000095367431641e+00,-3.000000000000000000e+00,6.583859756158111622e+02
0.000000000000000000e+00,7.900000095367431641e+00,-2.000000000000000000e+00,4.407848026641900105e+02
0.000000000000000000e+00,7.800000190734863281e+00,-2.000000000000000000e+00,2.774369825719209643e+02
0.000000000000000000e+00,7.800000190734863281e+00,-3.000000000000000000e+00,1.641699972477975962e+02
0.000000000000000000e+00,7.800000190734863281e+00,-2.000000000000000000e+00,9.133030922126044970e+01
0.000000000000000000e+00,7.699999809265136719e+00,-2.000000000000000000e+00,1.759682909449937771e-01
0.000000000000000000e+00,7.699999809265136719e+00,-4.000000000000000000e+00,2.633148704612324753e-01
0.000000000000000000e+00,7.699999809265136719e+00,-2.000000000000000000e+00,2.576325727144153088e-01
0.000000000000000000e+00,7.699999809265136719e+00,-2.000000000000000000e+00,2.783913082249667159e-01
0.000000000000000000e+00,7.699999809265136719e+00,-3.000000000000000000e+00,1.070149944205393000e-01
0.000000000000000000e+00,7.699999809265136719e+00,-4.000000000000000000e+00,2.555078718001093652e-01
0.000000000000000000e+00,7.699999809265136719e+00,-1.000000000000000000e+00,1.749102069449081087e-01
0.000000000000000000e+00,7.599999904632568359e+00,-4.000000000000000000e+00,5.327005246353393453e-01
0.000000000000000000e+00,7.599999904632568359e+00,-2.000000000000000000e+00,7.933493597812721898e-01
0.000000000000000000e+00,7.599999904632568359e+00,-3.000000000000000000e+00,7.863122326120552952e-02
0.000000000000000000e+00,7.599999904632568359e+00,-3.000000000000000000e+00,7.411159349928709839e-01
0.000000000000000000e+00,7.599999904632568359e+00,-2.000000000000000000e+00,3.738093680017690046e-01
0.000000000000000000e+00,7.599999904632568359e+00,-3.000000000000000000e+00,6.267530466640802711e-01
0.000000000000000000e+00,7.599999904632568359e+00,-3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.500000000000000000e+00,-3.000000000000000000e+00,3.146772656864502693e-01
0.000000000000000000e+00,7.500000000000000000e+00,-4.000000000000000000e+00,4.606183694193559663e-01
-1.000000000000000000e+00,7.500000000000000000e+00,-4.000000000000000000e+00,3.440752239819730995e-01
-1.000000000000000000e+00,7.500000000000000000e+00,-4.000000000000000000e+00,9.049241131439427210e-01
-1.000000000000000000e+00,7.500000000000000000e+00,-2.000000000000000000e+00,7.584478359264920089e-01
-1.000000000000000000e+00,7.599999904632568359e+00,-5.000000000000000000e+00,7.035278938554189176e-01
-1.000000000000000000e+00,7.599999904632568359e+00,-3.000000000000000000e+00,2.202788170467873119e-01
0.000000000000000000e+00,7.599999904632568359e+00,-4.000000000000000000e+00,1.702143339086384932e-01
0.000000000000000000e+00,7.699999809265136719e+00,-3.000000000000000000e+00,9.810681389339931391e-01
0.000000000000000000e+00,7.699999809265136719e+00,-3.000000000000000000e+00,9.218234787853052392e-01
0.000000000000000000e+00,7.699999809265136719e+00,-3.000000000000000000e+00,5.138316698096595525e-01
0.000000000000000000e+00,7.699999809265136719e+00,-4.000000000000000000e+00,5.661570356188011521e-01
0.000000000000000000e+00,7.699999809265136719e+00,-2.000000000000000000e+00,5.203754168885699194e-02
0.000000000000000000e+00,7.699999809265136719e+00,-5.000000000000000000e+00,6.430782422102553353e-01
0.000000000000000000e+00,7.500000000000000000e+00,-2.000000000000000000e+00,1.656240033022119418e-01
0.000000000000000000e+00,7.400000095367431641e+00,-3.000000000000000000e+00,5.399703100601693784e-02
0.000000000000000000e+00,7.500000000000000000e+00,-2.000000000000000000e+00,2.774369825719209643e+02
-1.000000000000000000e+00,7.500000000000000000e+00,-3.000000000000000000e+00,4.407848026641900105e+02
-1.000000000000000000e+00,7.199999809265136719e+00,-2.000000000000000000e+00,6.583859756158111622e+02
-1.000000000000000000e+00,7.000000000000000000e+00,-1.000000000000000000e+00,9.245411138389973758e+02
-1.000000000000000000e+00,6.900000095367431641e+00,-3.000000000000000000e+00,1.220572511101093369e+03
-1.000000000000000000e+00,6.800000190734863281e+00,-3.000000000000000000e+00,1.514930256793932813e+03
-1.000000000000000000e+00,7.099999904632568359e+00,-5.000000000000000000e+00,1.767719663786366937e+03
-1.000000000000000000e+00,8.600000381469726562e+00,-3.000000000000000000e+00,1.939214478385412121e+03
-1.000000000000000000e+00,9.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+03
-1.000000000000000000e+00,1.060000038146972656e+01,-4.000000000000000000e+00,1.939214478385412121e+03
-1.000000000000000000e+00,1.080000019073486328e+01,-4.000000000000000000e+00,1.767719663786366937e+03
-1.000000000000000000e+00,1.100000000000000000e+01,9.000000000000000000e+00,1.514930256793932813e+03
-1.000000000000000000e+00,1.189999961853027344e+01,3.606000000000000000e+03,1.220572511101093369e+03
-1.000000000000000000e+00,1.219999980926513672e+01,2.479000000000000000e+03,9.245411138389973758e+02
-1.000000000000000000e+00,1.219999980926513672e+01,1.145000000000000000e+03,6.583859756158111622e+02
-1.000000000000000000e+00,1.119999980926513672e+01,3.689000000000000000e+03,4.407848026641900105e+02
-1.000000000000000000e+00,1.080000019073486328e+01,4.834000000000000000e+03,2.774369825719209643e+02
-1.000000000000000000e+00,1.039999961853027344e+01,2.512000000000000000e+03,1.641699972477975962e+02
-1.000000000000000000e+00,1.019999980926513672e+01,3.636000000000000000e+03,7.147448368488171777e-01
0.000000000000000000e+00,1.000000000000000000e+01,4.758000000000000000e+03,7.708640777693762658e-01
0.000000000000000000e+00,9.699999809265136719e+00,3.549000000000000000e+03,7.730857535860792273e-01
-1.000000000000000000e+00,9.600000381469726562e+00,2.493000000000000000e+03,3.855932242176326463e-01
-1.000000000000000000e+00,9.600000381469726562e+00,4.174000000000000000e+03,2.841020785023039563e-01
-1.000000000000000000e+00,9.600000381469726562e+00,3.564000000000000000e+03,1.274726112965713920e-01
-1.000000000000000000e+00,9.899999618530273438e+00,2.278000000000000000e+03,5.898787708872822444e-01
-1.000000000000000000e+00,1.039999961853027344e+01,4.205000000000000000e+03,3.149843503015292701e-01
-1.000000000000000000e+00,1.060000038146972656e+01,1.128000000000000000e+03,6.006900881726662256e-01
-1.000000000000000000e+00,1.080000019073486328e+01,2.250000000000000000e+03,9.208318171038251121e-01
-1.000000000000000000e+00,1.100000000000000000e+01,2.473000000000000000e+03,1.716127943144423185e-01
-1.000000000000000000e+00,1.110000038146972656e+01,5.630000000000000000e+02,9.441149040051638464e-01
-1.000000000000000000e+00,1.119999980926513672e+01,1.698000000000000000e+03,2.502450682688784900e-01
-1.000000000000000000e+00,1.130000019073486328e+01,3.575000000000000000e+03,6.676812985109422671e-01
-1.000000000000000000e+00,1.139999961853027344e+01,2.466000000000000000e+03,9.882585896461593133e-01
-1.000000000000000000e+00,1.160000038146972656e+01,2.235000000000000000e+03,2.501385546939203230e-01
